Employee ID,Burn Rate
fffe31003300390039003000,0.603476204
fffe31003300310037003800,0.365589572
fffe33003400380035003900,0.425097126
fffe3100370039003200,0.379047527
fffe32003600390036003700,0.518629543
fffe3600390032003200,0.487273158
fffe3600370032003200,0.312691355
fffe32003900390030003000,0.691956767
fffe3100370031003000,0.611974157
fffe31003500320037003600,0.453681201
fffe3400370031003100,0.390539701
fffe32003800300035003300,0.351752661
fffe31003700380037003700,0.388748321
fffe33003400300038003900,0.579300335
fffe33003100300039003600,0.613073228
fffe33003400380038003300,0.560466738
fffe33003400310032003500,0.603521548
fffe33003400360032003000,0.811696809
fffe32003800360033003400,0.244731543
fffe3600350031003700,0.428297547
fffe3200310033003500,0.366164297
fffe370039003500,0.194553175
fffe32003500340036003200,0.462753481
fffe360038003200,0.584041024
fffe31003800300039003900,0.492883606
fffe32003500310034003200,0.388262851
fffe33003100320039003300,0.467213987
fffe33003000330034003700,0.34968606
fffe32003500310039003300,0.333525808
fffe31003500310033003200,0.305366002
fffe31003900320038003800,0.399400285
fffe31003400340039003000,0.875442116
fffe390033003000,0.399688747
fffe3700360033003400,0.00095165
fffe31003700390034003900,0.164910582
fffe31003700360035003900,0.625689378
fffe31003200370037003900,0.38799983
fffe31003400310038003500,0.37312423
fffe32003200370033003000,0.426869713
fffe31003300320036003300,0.330588249
fffe3900390034003600,0.624066489
fffe32003300310032003600,0.228972523
fffe3500360039003300,0.929013252
fffe3700340039003900,0.691005876
fffe31003400370032003200,0.325980771
fffe360032003200,0.23175625
fffe33003100340030003600,0.622308645
fffe31003500300037003700,0.2834668
fffe31003600390038003800,0.361300078
fffe33003300360030003500,0.547062096
fffe3900380030003300,0.333762893
fffe31003700330034003500,0.393393475
fffe31003500360036003900,0.305429281
fffe3200380033003100,0.61013554
fffe3900360033003900,0.672736133
fffe33003000370031003200,0.542804583
fffe32003700370036003200,0.226907083
fffe31003400320034003300,0.422713434
fffe32003600360034003200,0.244494938
fffe32003700380035003100,0.719550229
fffe31003400350034003200,0.187370725
fffe31003000320038003200,0.557053654
fffe32003400300030003800,0.499253013
fffe32003600320038003300,0.422896623
fffe3300340035003700,0.366164297
fffe31003900320032003000,0.365589572
fffe3300370032003100,0.320985764
fffe33003300350038003900,0.182552682
fffe32003900360038003700,0.232269983
fffe3100380033003400,0.514419036
fffe3900390032003500,0.165041231
fffe32003200320035003600,0.247129709
fffe32003700380031003900,0.216247484
fffe3400330034003000,0.445047973
fffe33003300380035003400,0.27195462
fffe3300380034003000,0.553181863
fffe32003500360039003200,0.598978303
fffe31003700360038003600,0.425097126
fffe33003300370036003200,0.608875537
fffe3200340039003500,0.553181863
fffe3600300036003500,0.666334888
fffe31003300370032003000,0.598978303
fffe3700360036003700,0.631201886
fffe33003200390030003200,0.135832425
fffe31003500340035003100,0.591057888
fffe33003000350035003300,0.034544882
fffe31003400300036003000,0.710809485
fffe31003700330035003200,0.462753481
fffe33003000320032003400,0.412464862
fffe32003300350034003700,0.211006016
fffe32003200340034003400,0.346094557
fffe3800380035003100,0.157300877
fffe33003100310039003900,0.598184321
fffe3700330032003300,0.377788018
fffe32003300390033003900,0.499999308
fffe31003500370037003700,0.331482205
fffe32003000310035003500,0.269237086
fffe38003200,0.748433057
fffe31003900310032003600,0.71472581
fffe32003200320039003900,0.213324863
fffe33003000360035003200,0.398458054
fffe33003100390031003800,0.650245249
fffe32003800360031003400,0.660241038
fffe32003300320034003300,0.711947135
fffe3800330032003400,0.421986255
fffe3600380038003000,0.372975712
fffe32003500320030003700,0.3235077
fffe33003400330032003600,0.275716987
fffe32003300380030003600,0.644946482
fffe31003000360032003900,0.748501085
fffe3300310032003500,0.270917384
fffe3200320033003000,0.748767241
fffe340032003600,0.436867162
fffe3900390036003500,0.889521979
fffe3900310039003900,0.411641758
fffe3700390037003100,0.357816485
fffe31003200340031003600,0.636131143
fffe33003200380038003800,0.357697852
fffe32003400380038003200,0.388516956
fffe32003300330037003600,0.254978728
fffe33003400360030003700,0.360737546
fffe31003900340030003800,0.350119752
fffe33003400300037003400,0.460046886
fffe3400360035003700,0.510465718
fffe33003000340039003100,0.511136225
fffe32003000390030003300,0.59282613
fffe32003800300030003000,0.120636859
fffe32003500300032003800,0.435148836
fffe3800330032003700,0.706353018
fffe32003900380039003600,0.249422802
fffe3200310031003300,0.320985764
fffe32003700350038003000,0.46665451
fffe31003800370033003700,0.438912608
fffe33003300380038003100,0.748501085
fffe31003400340030003400,0.333762893
fffe31003000340030003400,0.320985764
fffe31003400330032003700,0.147955407
fffe31003700310030003300,0.535679662
fffe31003300310033003300,0.75699314
fffe33003400330031003500,0.543869119
fffe32003800300036003800,0.643545669
fffe33003000300032003900,0.00095165
fffe32003800390035003700,0.296039041
fffe3400320036003200,0.514419036
fffe33003200390038003700,0.458609159
fffe33003100380035003700,0.247129709
fffe32003900350032003100,0.00095165
fffe31003400360032003800,0.721120795
fffe32003500340030003200,0.259090679
fffe32003600330035003300,0.358166225
fffe3700320033003600,0.33951032
fffe31003400310033003000,0.405171608
fffe31003400380034003800,0.422713434
fffe32003300340039003700,0.417763226
fffe31003300360031003300,0.550261932
fffe3500350037003800,0.402303637
fffe32003300350035003400,0.565429652
fffe3600310037003400,0.447967933
fffe3200350036003400,0.309054485
fffe33003100350034003600,0.251552533
fffe3700390038003600,0.426377348
fffe31003200350033003800,0.384140528
fffe32003300320033003400,0.559659956
fffe31003900360035003900,0.062635018
fffe3400360036003800,0.643300111
fffe3100320032003000,0.606418059
fffe3900310038003900,0.680045263
fffe3500330032003600,0.769459834
fffe3700370034003000,0.447967933
fffe3100310038003800,0.421986255
fffe33003300350036003500,0.767160878
fffe33003400390031003600,0.710809485
fffe31003400370035003400,0.366164297
fffe31003600340039003900,0.610449203
fffe31003600350034003300,0.888691584
fffe32003900310033003300,0.412464862
fffe32003700300039003800,0.405171608
fffe32003600340036003300,0.043273421
fffe31003100340039003600,0.371975527
fffe31003700340036003000,0.429935286
fffe31003600390030003700,0.244494938
fffe32003500320036003900,0.59282613
fffe32003200330033003700,0.17639178
fffe32003500380035003600,0.28533908
fffe32003900330030003800,0.182552682
fffe3700360031003700,0.865338072
fffe31003400350032003300,0.372975712
fffe31003000300034003900,0.320986726
fffe31003500370032003200,0.548944226
fffe31003400330039003100,0.645220843
fffe33003100340037003400,0.326679527
fffe33003300390033003500,0.803800974
fffe390035003800,0.464537437
fffe31003500310033003600,0.373435089
fffe31003600390032003600,0.492926374
fffe31003600300038003000,0.329234661
fffe3800390036003400,0.291476068
fffe33003100380031003200,0.328170619
fffe33003100390033003000,0.610449203
fffe31003100370034003800,0.00095165
fffe32003500370034003400,0.443687788
fffe350039003100,0.915937431
fffe31003000340030003500,0.289591459
fffe33003300340034003300,0.34968606
fffe31003600330032003500,0.811447951
fffe31003400350037003900,0.468419613
fffe31003800370035003000,0.640016508
fffe3400320037003600,0.278923824
fffe33003100390034003000,0.565429652
fffe31003000340037003600,0.333762893
fffe3800380033003600,0.607852638
fffe33003300380030003100,0.55837253
fffe3900370035003800,0.399688747
fffe3800370031003400,0.169210733
fffe3600380039003100,0.371828534
fffe3100300039003200,0.473991279
fffe31003000330034003700,0.241272909
fffe33003400390034003000,0.223803656
fffe32003600360035003500,0.253331361
fffe3900380031003100,0.497733547
fffe3200350035003000,0.59282613
fffe32003400310032003000,0.700782281
fffe33003200340033003300,0.698530843
fffe3800340035003200,0.749775046
fffe32003300360035003400,0.565542072
fffe3200380031003700,0.384115183
fffe31003200360035003900,0.581887128
fffe33003200320036003800,0.191074556
fffe31003500320035003500,0.409579392
fffe31003400330039003500,0.643545669
fffe32003600360038003200,0.411648444
fffe33003000,0.208779008
fffe33003300370036003900,0.537036273
fffe31003200310031003600,0.55837253
fffe33003400320035003000,0.375963315
fffe33003100300036003800,0.23175625
fffe3200370037003800,0.570989361
fffe32003500300036003500,0.393846663
fffe32003800380034003300,0.633752679
fffe33003100350032003000,0.559659956
fffe31003300340031003000,0.642929552
fffe32003100390031003500,0.657304926
fffe3100380034003300,0.706353018
fffe31003100320030003300,0.576085359
fffe31003200350035003800,0.579300335
fffe31003200350034003500,0.724487117
fffe32003500380037003700,0.426377348
fffe32003500320031003100,0.043273421
fffe3700310035003300,0.717317773
fffe31003300390035003400,0.411648444
fffe31003400390037003000,0.360737546
fffe32003600300037003100,0.695587561
fffe3900380038003700,0.594228806
fffe3600390031003300,0.566238507
fffe33003100390031003100,0.683608617
fffe3100320036003300,0.531888554
fffe3900350030003300,0.448852181
fffe32003300350036003100,0.537694731
fffe33003200360032003400,0.36863939
fffe31003400320038003000,0.162652464
fffe31003300310033003900,0.213087373
fffe3800300034003300,0.514110714
fffe32003200370031003200,0.591057888
fffe31003400340039003200,0.366164297
fffe32003600340039003600,0.548944226
fffe33003100370036003600,0.578567553
fffe32003600320031003600,0.537694731
fffe32003000380030003700,0.467213987
fffe32003700340034003800,0.421986255
fffe32003100350030003100,0.366164297
fffe32003400380031003200,0.340348374
fffe31003300370030003800,0.746234134
fffe32003500360031003400,0.711947135
fffe3600370037003500,0.216247484
fffe32003300380034003100,0.559767751
fffe32003800310031003300,0.746234134
fffe31003700330031003300,0.603476204
fffe32003000300036003900,0.778408638
fffe31003200370032003100,0.726788015
fffe3500340039003400,0.48275069
fffe32003400330037003400,0.510465718
fffe31003000340039003900,0.499999308
fffe31003600350038003800,0.97374557
fffe3400320039003600,0.062635018
fffe3800310034003200,0.435927829
fffe31003500340033003600,0.152345059
fffe3700340036003200,0.312691355
fffe32003800340036003200,0.695525621
fffe3700390035003900,0.130881224
fffe32003500300039003100,0.607475927
fffe31003800340039003900,0.454604552
fffe32003200360032003300,0.575627841
fffe3900370038003200,0.71472581
fffe3400300031003000,0.358166225
fffe31003700390036003500,0.55523056
fffe32003000390035003900,0.526309897
fffe32003400330038003700,0.59282613
fffe32003100300037003100,0.462810591
fffe32003700390038003300,0.473607842
fffe31003400380034003400,0.59282613
fffe31003500310036003100,0.596511299
fffe31003200360032003300,0.501453557
fffe33003400350032003300,0.39821279
fffe32003300300035003300,0.232269983
fffe33003200380031003700,0.386681652
fffe3700360039003000,0.189228272
fffe33003300310035003000,0.513828675
fffe31003500390036003900,0.514419036
fffe380037003500,0.388516956
fffe31003200330033003100,0.270747585
fffe31003200320032003700,0.566238507
fffe33003000380031003700,0.213324863
fffe32003400320032003300,0.613627062
fffe33003000340035003500,0.644988432
fffe31003800320033003300,0.344892306
fffe3600390031003800,0.553181863
fffe33003300370036003700,0.119590558
fffe31003600390032003000,0.278923824
fffe32003000350038003100,0.272002795
fffe31003500330033003400,0.240492664
fffe32003000380032003800,0.611974157
fffe31003400350032003000,0.183397783
fffe31003300300037003700,0.394505487
fffe310032003900,0.577421667
fffe33003200380036003500,0.375940923
fffe3900340033003300,0.399688747
fffe33003000380036003000,0.703292328
fffe31003500300038003400,0.387376064
fffe3500350036003500,0.390539701
fffe3600350033003500,0.279935149
fffe33003200300037003100,0.302126835
fffe3300310032003000,0.712021381
fffe32003100300034003800,0.340348374
fffe3300320038003500,0.537036273
fffe32003000330035003400,0.537036273
fffe3800330036003800,0.320985764
fffe3600360030003200,0.464059575
fffe3500380036003000,0.473607842
fffe31003200380036003500,0.885894371
fffe3200380038003300,0.500351095
fffe33003400390031003100,0.619663957
fffe3700320039003400,0.748501085
fffe31003600380030003100,0.213087373
fffe3900300035003800,0.296039041
fffe31003300360036003900,0.472181243
fffe31003100360032003200,0.63706916
fffe31003500340031003600,0.470637921
fffe31003000300034003700,0.443320575
fffe3600380032003700,0.256670819
fffe32003800310037003800,0.360184557
fffe31003600370034003600,0.591303371
fffe32003400320038003600,0.560188003
fffe32003300340036003200,0.68435954
fffe3500300038003900,0.619216347
fffe31003500360036003000,0.477675796
fffe31003000390036003800,0.616142697
fffe3900320031003600,0.188472919
fffe33003300360035003400,0.611974157
fffe31003100370038003700,0.358166225
fffe33003300320034003500,0.229754387
fffe3300370033003700,0.426869713
fffe32003000320030003100,0.260295081
fffe32003400320036003000,0.440024972
fffe33003200330037003600,0.320985764
fffe31003900380031003100,0.925490033
fffe3700350035003200,0.203829802
fffe32003100310030003200,0.258445965
fffe31003100370031003400,0.510465718
fffe31003800370030003700,0.230666669
fffe3700370034003600,0.591620235
fffe3900370039003400,0.277748492
fffe32003500330035003600,0.290961769
fffe31003300360031003900,0.426377348
fffe32003300380034003800,0.511136225
fffe31003800390035003000,0.770221725
fffe31003100300039003300,0.608875537
fffe32003100350033003200,0.612766708
fffe3200360034003100,0.024589017
fffe32003200340033003800,0.197209226
fffe32003600360030003100,0.729083758
fffe31003600340033003500,0.501453557
fffe3200330030003800,0.242861791
fffe32003900370035003300,0.40462653
fffe31003500380031003300,0.00095165
fffe31003600360038003400,0.443687788
fffe3400380034003800,0.309054485
fffe33003100380039003200,0.298782666
fffe31003100330034003200,0.565429652
fffe31003600340030003800,0.408722304
fffe3100380035003900,0.28533908
fffe32003900380039003500,0.104081427
fffe31003700300030003800,0.579300335
fffe31003800370031003800,0.642929552
fffe3200330033003600,0.185773239
fffe3700360038003700,0.734733613
fffe3300320031003700,0.559659956
fffe31003100360030003200,0.400434538
fffe31003300360036003800,0.422713434
fffe32003100390033003800,0.477675796
fffe31003900350039003000,0.467213987
fffe32003200320033003300,0.436867162
fffe32003800340035003300,0.579300335
fffe31003100330032003800,0.3235077
fffe3400350039003900,0.516736434
fffe3800310036003000,0.310988305
fffe31003600320033003600,0.393393475
fffe32003400370039003500,0.459792175
fffe3700300036003800,0.269237086
fffe33003000300033003200,0.494910387
fffe33003000370037003100,0.55837253
fffe31003100320038003100,0.584041024
fffe32003500370035003700,0.724451021
fffe31003100320038003500,0.88150526
fffe32003600300035003500,0.330762631
fffe32003600300034003900,0.344892306
fffe3300320039003400,0.331482205
fffe32003800390033003300,0.711947135
fffe31003600340035003800,0.453586501
fffe32003000390030003700,0.272002795
fffe31003300320038003100,0.409579392
fffe31003600370030003700,0.104081427
fffe32003000330039003400,0.543746774
fffe31003800340037003100,0.467213987
fffe31003500370038003900,0.240312431
fffe3500300037003700,0.559659956
fffe32003000320037003300,0.297492489
fffe31003900320036003700,0.548944226
fffe31003900350038003800,0.691723805
fffe31003800300034003200,0.390401175
fffe33003400350036003800,0.711947135
fffe31003400340034003400,0.645220843
fffe32003600320037003200,0.344892306
fffe3300390033003300,0.394505487
fffe32003200300031003300,0.384115183
fffe3100360036003100,0.358166225
fffe31003100320039003900,0.382402301
fffe32003700350031003400,0.607852638
fffe33003100360033003100,0.535679662
fffe3400310039003600,0.358166225
fffe32003300330036003400,0.570386983
fffe33003100320038003300,0.557938293
fffe32003200330034003600,0.417372646
fffe31003700350038003500,0.5875578
fffe32003100390030003900,0.342618176
fffe31003000330036003000,0.231267894
fffe390034003300,0.123521775
fffe3300310039003200,0.418166341
fffe31003700320030003600,0.306424695
fffe31003500330030003600,0.666334888
fffe32003300360039003200,0.763191675
fffe3500350031003400,0.369443397
fffe33003000390037003000,0.467213987
fffe3800340030003800,0.949692887
fffe3500390039003500,0.464537437
fffe32003100330033003100,0.246937066
fffe31003900380035003800,0.704064276
fffe31003200370033003400,0.296039041
fffe33003300340036003500,0.537036273
fffe3900380032003000,0.473607842
fffe32003700370035003500,0.017768327
fffe31003900330039003500,0.411648444
fffe32003400300036003900,0.179386346
fffe31003800320037003800,0.117365645
fffe3400360039003400,0.625709337
fffe32003700390036003000,0.175946487
fffe320032003600,0.631917664
fffe31003200300037003300,0.291476068
fffe3700380033003700,0.591323907
fffe330038003800,0.543746774
fffe33003200340038003100,0.214950032
fffe32003800370035003100,0.135832425
fffe3800300036003000,0.557938293
fffe32003200340039003800,0.411681831
fffe31003600320033003900,0.024589017
fffe3500340037003700,0.421986255
fffe32003500340039003100,0.513828675
fffe31003400380033003100,0.382402301
fffe3600370031003600,0.209127175
fffe32003600360035003000,0.270917384
fffe33003100380037003100,0.652618195
fffe32003900390035003100,0.579300335
fffe3800360039003300,0.279935149
fffe32003200310035003200,0.353961671
fffe31003200340036003300,0.543746774
fffe32003300340033003900,0.68435954
fffe32003800380033003500,0.687899149
fffe32003400380039003400,0.509625969
fffe3500350037003700,0.375940923
