Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3301.335975
ACCEGCATKHNRXUHW,2095.19305
NKCE6GJ5XVJDXNNZ,10787.45114
NKCEB8BK3ZXDHDHM,9287.7642
TOPEFDXSAHRNPF94,5191.234048
ACCE558KZHEPZYMG,9384.991616
ACCEAZCVAMFHDPY7,5286.508416
NKCDYNY37JPBGBVM,2623.342464
NKCEY8KWY33FCUYD,7747.565166
RNGE4YPTQYRECV9J,4679.951958
NKCE88AHBHJZREXH,4149.316864
CLTEJ5ZZGBP4JGGE,8107.49632
WATE3NWH5FZWAMDA,8124.697449
CAGE53FSFZVFPFHQ,1621.912896
PCSEAKVBFFPGCHNZ,3724.375725
WATDFFH3KJYBTYGG,7131.546774
NKCDWHFQSCHHYZMP,2735.066466
RNGEB2PG3Q5RKDW6,3288.388752
NKCE5UY9HHPZGGUZ,4448.085147
KTAEHETW3ZCMFMJR,4176.1962
BRAEBBYRVF9MHJHU,7719.7725
NKCEAX7HAQ2RJA3Q,10210.02098
CRTECN2RQZWBSP9W,4764.262272
WATDEWZ9UHSEHGZG,8689.9923
PTPEYW8HNV6G9YYR,3029.5386
ACCEAMGZRRYVAHDC,5029.12256
SRTEHHXG8MUXTGPA,6179.58
SKIE4S4NN4MHYM3Z,5213.363925
HMBE7G34YHWPWKYN,6949.602
LLIEGTMFJBD7ZZZM,13645.3086
ACCEJGH6JVTM4CBH,840.51315
ACCDQDYBXJ9HZF37,10300.35458
RNGE88FRGZCXNKUG,652.2601464
NKCE7M3QNNPZDXHQ,10259.94341
VLBEGFFDP9H6WG2T,569.4441984
TOPEAFG4YEQSH5TT,2269.992978
WATEYAP3K2QQQWDH,5452.734
PCSEBDFUFJWGARNX,10740.29018
SWTEGXQFZY95SKG7,4973.584875
BRAEGJFXSM9ZQ6SK,6793.908352
CAGE6FYKP34GA4GF,7801.5069
HMBEJCMH78VJF3M8,4328.0127
HIFEB7J3GSTVN5XJ,11450.57183
PBXE6ZHNGZREWWHR,4606.578
PCSEAKVBNXFGZBKB,6641.712
BRAEBBMQQNZ9RZWR,5845.885353
ACCEGKFCXHZZH44S,751.78782
SHODXQRRGKZ74U9M,4236.104304
DREE2Y6DVEKVVQQS,4496.366336
PBXE8ZHHG5Y525BT,7004.3094
CTTEH9FXZHGFKUA3,7993.0422
ACCDXFZXGQTBTM6N,3499.3233
NKCE9PFF3TT4KSQJ,7813.0206
BRAE6NZAZK77HXZK,1003.419648
NKCE4TV42BHDP63U,3516.2673
AIREDGGD9RJPZGYW,5530.6944
PCSEDAPMHR2HNHWP,8390.498325
PACE95FMAFXHZB5C,4538.017792
WATDG4KP445AV5XC,13196.02027
ACCE9EYRRNZYZUBG,438.2816675
ACCE8XZMAHNC8JVS,622.8155588
SHOED5DCSTQKZCGF,3656.524311
NKCE64Z4NGBHNAY7,3642.875424
PBXE8WQTZ5GA2YYQ,806.61933
MUGEGZUMGYAPVSZH,4439.1403
PBXE4RB3Y3GXWPFV,715.5201744
PCSE2ZFDJJGFNHC7,677.272266
CRTECN2QT5HKHZ8F,4720.767876
MUGEACY8Q7ZYSTN8,1768.577475
ACCEGG9VGRMQGHRD,7271.092818
PCSE76X48PVSDDVK,1004.113425
PBXE6677X2D6UFZZ,5757.618944
WCKEGGGD2TXHHTJC,332.1088128
NKCE7MMGF4PPGNA6,2966.313312
CRTECN2QYTPHK5YQ,4957.497648
OIDEJFCWMMR6JQBE,5749.376976
WATE5HFY4MJX6CHD,5367.8196
DREE4FC4TAR8M5GN,1320.522885
HACEGPF9DZVUZBFY,8314.245632
PBXE4Q7YF5KUYJYW,10898.34585
SHIED9YEH65NSA8N,10244.83891
WATDHMQJ68MVBRFV,13304.0952
HMBEGWTFEV4TF2RH,3251.294838
SHIE2FH7YTVDHFGT,3065.7924
CRTECN2QYRY2KWZF,4402.974975
TSHEDJXPN4HNT2UP,5954.54544
SHOECZH5WGBZHZES,2572.658928
NKCEDCT9MSAYG6H5,5398.1508
SOCEGGVYBTZPKXVP,4640.26104
PBXECARAQBCDSAZW,3367.550025
CAGDU85YDHP9ZJH7,2192.557248
TCVEHSMFEGNCAGYN,5003.16075
RNGEDAPFZ2GKRUER,895.3889175
CAGDY9Q7HSNDHGFC,4014.7668
NKCECKHYZVHBQU9F,464.28228
NKCDQSVCRH8W73GF,6711.329625
WATD9H76RKGUUZHY,14678.0667
NKCE5HYVDQVATMKF,2016.928287
RNGE9GWMKVHGEYZG,4238.187975
SHOEAGUMMWFABHUT,3301.316025
SWDEGZMPYQGNEBHG,5306.062464
TOPEFDXSHZPHCUAU,9904.810896
CAGDU85Y85GDJGUD,1172.2986
CAGE4BQXK3FSTRRS,3278.293776
CAGDZVGTV3SMMMBY,5300.021376
BEOEGXRVQPCKJHYC,3392.346496
NKCE9YFBBYBM88DR,3220.0092
DREECZGZVWGQM23M,3896.213616
PBXECYF3YHWYG4UN,368.3687544
WATEBG8FGBPUPKCV,5072.662683
SHIEEJG9RRDUH9XG,3334.452048
CRTECN2QXAPEWXSF,2872.846592
BRAEE6YMSYPNCUX3,1332.6291
WATE9MVXJXHZHEJU,3402.542325
RNGDREYRQQGZAPQM,5580.772736
CTPEGGFSNDQFAAVE,3374.186112
NKCEF2RFAPHSHZZZ,3984.652672
TOPDYAZZG5NU7ZBZ,7147.5525
PBXE7QPWMSS5XGPZ,259.636608
PCSECV3FHFAQ9T36,12149.44192
CRNEJB4NBT9BTM84,5114.57325
TSHEHU5RFJCTJKBV,6741.1971
DREECZJC3XBKGDZT,5521.751025
SUDEGGATGYXA9YBC,12023.00758
BRAE8WYHTVZMFFHS,5037.6051
SFFEGZBXTYFSYJQA,4187.741184
ACCEABVYXNHCT8UE,5485.8474
BWLE6SJE9PXGV6DD,955.964916
NKCDYQ3RHYREHHYV,3740.824075
NKCECDCRWDMZEH2Z,3014.713856
SRTEH2F6HUZMQ6SJ,7249.176704
BRAE6KWFGZFXKPPB,3613.1238
HACEJQY5FQRZZUGM,8606.5848
CAGEYUXVF2FNARKD,3125.002496
NKCE7M3QTHTCGVVF,4020.858275
TOPE8PBFNH9YNHFK,5104.995525
BRAEDQFRZS9QFYTQ,1508.7816
HMBEJCMMQR2JHFVP,2289.431034
ACCDRFVG52PHVRSK,7747.565166
NKCE7MBR4QRBASDQ,3251.294838
NKCDWBPZNZU5K2QZ,3423.659008
BRAE8HMQATXFHFGZ,3423.659008
MUGEAGGKEGCPWWPN,3546.188208
BKPEGXYWWJPETZZA,5316.1962
SGLEGBV6ZNUJNJS9,5967.843156
CAGEYUXVAKNKDUUV,6515.5503
NKCEDH9ANZGDAUWG,3092.460768
NKCE5EHJHS38BUWB,3500.6499
PBXE9YWGRFUQXHQH,12736.97775
SHIE3QDHP5RDGMZY,2627.99355
RNGE9HDVMPVBYPGJ,3468.2175
SCHE4YSTCUUSJWCK,2004.730112
SNDEGGTV9XERMGHH,7147.5525
PBXE92XFUMB7QWY6,8408.667888
CRTECN2QYK2R2PUS,4126.437315
TOPEEEPVYHHF9HGW,3469.543011
MUGE8F5RDEYMH4YH,3897.3528
NKCE52CSJ2GUY64G,1492.63905
SHOE2K68QHZ3DWZF,4105.396224
DREE9YJHZZHWHAU7,3975.922368
NKCEACYSHS4MGKGY,12659.6715
CAGECT64KH6CZVMR,13953.09455
WATD9H76RG5FQT5Y,13028.91782
NKCE5UY97ACC9QAZ,501.4996088
LJGEG6UPBW8GKPRD,4624.197534
PBXEBFGFRM5797BZ,4591.2636
RNGEAY8GRWYMYSAK,5205.738672
SHOEF9G8WTWGAAFB,3762.723456
PBXE5ZJZSAC73ZED,8577.122832
NKCEYYX9HJWJXAA8,3642.875424
CAGDTFSHTF6TRBFZ,4485.0828
PBXE6E6YDZDNVKQH,828.831312
TROEGNQDQNGN99PJ,4423.254528
CRTECN2QXC68CTUM,6460.783857
CRTECN2QZNXTGGXG,5184.3081
VANE4VND2XHZRCNT,931.46031
NKCE8SESMHF2VSRM,3664.785075
SHOEBYY4ZDWGQGEW,7856.264295
NKCEB7935AJSADGR,3853.204641
SHIEBAXYS3FUTX8Z,6631.326801
NKCE2YCPKAPWDH8C,2932.140288
FABE92NVHZHSFHGT,3364.358025
SHIE93YGTRAV6XTW,5650.174825
CSOEGTPR39XZHZJY,4979.59616
WATE5HFYHPFHRCHY,4966.132032
BRAEBHCHY6VVRNRQ,1708.527975
NKCE5QPMUZRQFDAZ,1906.49645
NKCE9ABEE5HDWZSM,5922.584525
SHOEJCZ28JFRY9RR,5856.934176
PSLEAVTQQXEXZYYZ,4768.697472
SHOE66V8UMNGZKYM,1017.9288
SHIE5HBGWKWJWFRA,3738.480375
TOPE4HXDZHPR9K2C,1680.717675
BRAEBCTWGWYRWXHC,5621.787765
TOPE6ZCJBVZY3HBH,5003.392032
CRNEG7BKMFFYHQ8Z,5019.9156
SHOE7DJBEPYGQPHF,4159.90512
ACCEHY86UG6B63AZ,4649.078175
BLBEJR23J2CTPFAU,6093.659264
ACCEEV5V5VD5DR9C,844.8183744
UMBEJZFHE285UEV2,5976.632277
SHOEBN3FFYG75P3D,3018.79424
NKCEFGFURYNWH2DR,3926.029184
ETHEJG7NW4M4AFCZ,6853.556864
SWSE9UH4KXCHZHRJ,3632.6664
CRTECN2QZ7XUGBR6,4126.86792
BRAEDNX2NHZX5PKN,9983.9412
BRAE73KFJGNSP2NP,2037.276252
MAHEDFPZVKF79JVQ,4002.429456
NKCECRQY6MGHBPQ3,8726.113152
CRTECN2QYYWUXHRP,3285.109872
CPCEKY4TKBYFE7PH,5599.73088
TOPEA8HNSZB8VGUR,2523.575088
TOPECJZ4ZDXQZB4A,5242.253472
SHIE92XGJHG4HH5E,6227.48736
CRTECN2QVSZXUG7X,5055.9201
BRAEBBYRUSRHZD34,7726.392576
IFPEE76BG92E5SVS,5580.772736
CAGEBZ7UGCZZHVTE,248.4726503
CAGE3GFTPMNXPZAG,799.5092175
SWTEDX3KRCTNHUGY,5621.280896
BBAEFKXVXVM8SYZW,7119.646275
PENEGZ6RHFWHX7JX,1345.7664
ETHEGFZFQT7ZCH3U,2927.9745
TOPEE2FFAXQGSUZH,5408.293968
CRTECN2QWAGCHYGC,3873.9195
SNDEJGWQSWNHXXA3,11891.21602
BHGEGTAVKNNCPUGG,13627.5876
BBAEGNUNHHZEYSPD,518.5951128
NKCEANMPZYMHYEA3,413.419776
RNGE88Q9FH632SHU,1237.648474
SNDE7PY9TG8P7YYR,819.416325
SNDEHZQ7YZAHAZYP,4908.652272
CRTECN2RDAKXQHYH,3550.172544
SNDEAVZ4MSGYFBUD,1602.570533
RTRDWBPC23ZAYMSE,10259.94341
PCSDYQEW5ZMFBVFQ,10740.29018
DREECZJBH8KGCZHT,8378.492256
CAGED654SQMMADH7,1902.9507
MFLEYGFH8PFBVRDG,5026.284576
SHIEBWNUURZ8BWDZ,4221.4293
BRAECTFYXKNAVFAN,5774.94645
BRAECBVGHCB2FN49,4806.77805
SHOEHX7CGSEMUENU,2513.420496
CRTEB774NHSDW3DV,2379.122064
VLBEGZ7SZFZBUGBZ,5976.632277
BRAEGJFXGYFPGHYG,4768.697472
ACCEGKG4S4B7QGGT,1885.5342
BBAECKHYXGE3VJXB,1815.4323
BBAEDVYSEN75YZZ7,6684.14208
RTRDYZCGGJFBU6XM,3358.1037
CAGEBTJBB5X8GCF8,831.5364488
HLUEJQ3UVGNXSPZG,7953.969408
NKCE8RB5WSWKJPFR,4005.005312
BRAEDFYYKNGBGPF3,6700.8447
SHIE2CAJP6XBWPU2,3756.6889
SHOE2GUJW6XNFG3W,577.634328
TWCEJFXHGDSG5XZV,6514.71744
NKCE9Z2JYUYZ2JZ3,9850.980825
WATE54YZWYXR6Z7J,2258.72955
SWTEEYFFFRWGKZR5,5496.54115
NKCE6NHRGQJHWFDK,5015.59344
NKCEYM3B6ZP3YSQQ,3628.987065
PAEE8AHWJWMDAXZU,7924.5639
RTRDZK8XCUEKZDFZ,630.908775
TOPEHZMHJHEMRDHY,3129.9147
NKCE9AZMPE3PJPEW,703.5761088
BRAEAR7WUYD3CZAT,2575.362438
BRAEG7AYZAQBS3EH,6374.848176
BRAEDQEEYYH4WRQK,4723.2801
BRAE4F8NCQJFTGEZ,5524.027542
MUGEACY87HUCUYCD,3674.480775
BOTEDSEN9ZSFUUAQ,761.364356
WATE3GEYE8JQT7WM,5825.764944
TOPEB96CYHMPMDKH,2551.5648
NKCE5QGT7GFDSUZK,1842.1574
VESEGZRVWZEYTVMG,6749.90295
SCHE4YSTHJSYEJHJ,2910.8772
KLSEGT5ZUGR9FQXE,6335.212275
NKCE79CGHYMSS7GH,3417.4206
JEAE8CZGJ8PGGHRQ,731.1126375
SHOEC8QGWFF2VXAN,2991.750795
SHIE6G75RNDQSGUQ,2105.4177
SHODZ5YHTEHZTR3V,4230.461312
ACCEKFVVZJMTYWPK,3508.174208
DRPEHGFFGQTXK3E3,2866.904775
CRGE4XJBHZGHJYGU,7071.33735
NKCE9Q93F3HJYGZT,332.1088128
SNDEGJFV5J8CTGJV,8226.8505
SUDEHYGUMT6UGYAR,3674.480775
RNGE7M92HQECSUYG,6686.222544
TOPE7ZHYDE2MKNHF,3948.3972
NKCEBHGBEABMWDKA,5373.458352
PACE7ZNHBP4FASAQ,2635.4493
NKCE7A3XXTTBHHC6,3853.7742
WCKE2TFYTHBHTP5B,5037.4016
BRAEDTPDZSCRZCYG,5609.8602
SHOEBKEYSKS87GKG,3838.7736
CAGDUGFYGG2KWWK7,10259.94341
SHODZDAE6FKCC8AH,600.2215296
SGLEGBV5STVHGKTD,5888.2329
RTREBVK9HX8XJH2T,335.660436
PCSEAKVBGC7CJQZT,10891.10669
MATEB88T7MVJGSG5,5571.7101
WATDJYPXKHPPNGQK,7558.9074
BRAE8QNFFGWGG5MY,1969.443036
NKCDWBPZZSYWKHE9,1988.270592
USGEJPQHT8YPZ7D8,3343.785588
NKCEFKBYHXQ8VVF8,441.82467
SHOE4JCEZDRSHC4S,3288.328575
ACCE9E2RT56M3GSU,4430.07488
CRTECN2QXQGJ7JZD,3628.987065
TOPEBS26V3JRYSF3,762.123492
NKCECZNMRRVZ9YWF,261.99558
CAGE75QCGVXYV78T,3129.896979
WATDG9F74GYWEH4U,1961.382794
